R,a,n,d,0
4.636133683064362e-05,4.1451386751823104e-06,4.00322592265522e-06
4.1451386751823104e-06,7.798322462323997e-05,3.621636622499521e-06
4.00322592265522e-06,3.621636622499521e-06,6.606613546397654e-05
R,a,n,d,1
9.80819516329664e-06,3.484436874420713e-07,2.0382287478330532e-07
3.484436874420713e-07,6.831836458567223e-06,4.814558706211424e-07
2.0382287478330532e-07,4.814558706211424e-07,4.7369640098061314e-07
1.0410019066145378e-05,5.831303158455414e-07,8.405213767342185e-07
5.831303158455414e-07,9.568865557001636e-06,1.1688318353475601e-08
8.405213767342185e-07,1.1688318353475601e-08,8.376425848463815e-06
5.078406129586911e-06,3.773820266865649e-07,5.895943648305515e-07
3.773820266865649e-07,6.4730368624445515e-06,1.5958760024150986e-07
5.895943648305515e-07,1.5958760024150986e-07,6.724474568743076e-06
R,a,n,d,2
9.969977691680808e-07,5.124561050860459e-08,6.67970326511777e-08
5.124561050860459e-08,4.323988148386611e-07,1.29830681126038e-08
6.67970326511777e-08,1.29830681126038e-08,5.632090470241534e-07
7.044335770295846e-07,3.401322732508702e-08,1.3906117848479246e-08
3.401322732508702e-08,9.685089768631677e-07,1.5415394551935525e-08
1.3906117848479246e-08,1.5415394551935525e-08,6.143885713467212e-07
3.4697622955123393e-07,5.052133595222148e-08,8.778714887804352e-08
5.052133595222148e-08,7.977161242948281e-07,1.3783388485193207e-08
8.778714887804352e-08,1.3783388485193207e-08,6.277021121017749e-07
R,a,n,d,3
9.569324008890421e-08,6.14178423977288e-09,4.13805285929186e-09
6.14178423977288e-09,5.1803786259544735e-08,4.88084220495557e-09
4.13805285929186e-09,4.88084220495557e-09,2.293986007729844e-08
9.953893485380131e-08,7.084758759497794e-09,8.893455548606579e-09
7.084758759497794e-09,3.6911012666524074e-10,1.0426584884648567e-09
8.893455548606579e-09,1.0426584884648567e-09,5.3110893183523956e-08
6.873254667048486e-08,5.57087599677439e-10,3.1096034708051946e-09
5.57087599677439e-10,5.33243970381438e-08,7.60060827633889e-09
3.1096034708051946e-09,7.60060827633889e-09,3.9984194334428286e-08
R,a,n,d,4
8.218484500881325e-09,2.9404946695688e-10,3.922264521382896e-10
2.9404946695688e-10,6.6916085309853194e-09,3.8614259933387355e-10
3.922264521382896e-10,3.8614259933387355e-10,5.4049257408055506e-09
8.537067466596252e-09,7.072384762979694e-10,5.49131298016282e-10
7.072384762979694e-10,4.520786726567512e-09,2.32938020673972e-10
5.49131298016282e-10,2.32938020673972e-10,5.215904406875743e-09
5.896035265706962e-09,2.5403650519303426e-10,3.08960539503184e-10
2.5403650519303426e-10,5.7063665764745e-09,4.29411778639469e-10
3.08960539503184e-10,4.29411778639469e-10,3.740472793415457e-09
